,word,good_score,bad_score,good_score_all,bad_score_all,count,good_nums,bad_nums,diff
170,second quarter item note,0.0,14.71,0.0,1.47,136,0,1,1
176,see note note consolidated,5.8,13.26,1.16,3.98,202,2,3,1
177,see note note consolidated financial,5.8,13.26,1.16,3.98,202,2,3,1
4,adverse effect financial condition result,5.95,13.7,3.57,6.85,158,6,5,1
167,second quarter first half,0.0,15.64,0.0,1.56,140,0,1,1
166,rowe price investment product,5.78,0.0,0.58,0.0,284,1,0,1
183,stanley capital international blackrock,5.39,0.0,0.54,0.0,171,1,0,1
184,stanley capital international blackrock fund,5.39,0.0,0.54,0.0,127,1,0,1
159,quarter item note condensed consolidated,0.0,14.71,0.0,1.47,321,0,1,1
158,quarter item note condensed,0.0,14.71,0.0,1.47,321,0,1,1
185,statement except number share,0.0,12.69,0.0,1.27,149,0,1,1
157,quarter item business segment operation,0.0,14.71,0.0,1.47,157,0,1,1
156,quarter item business segment,0.0,14.71,0.0,1.47,160,0,1,1
186,statement except number share per,0.0,12.69,0.0,1.27,149,0,1,1
154,quarter first nine month,5.68,13.98,2.27,4.19,133,4,3,1
188,synchrony credit card master,7.02,0.0,0.7,0.0,203,1,0,1
11,aig item note consolidated,0.0,14.71,0.0,1.47,185,0,1,1
150,payment fixed rate balloon due,0.0,12.31,0.0,1.23,271,0,1,1
189,synchrony credit card master note,7.02,0.0,0.7,0.0,203,1,0,1
149,payment fixed rate balloon,0.0,12.31,0.0,1.23,271,0,1,1
10,aig first quarter item,0.0,14.71,0.0,1.47,187,0,1,1
121,million aggregate principal amount senior,5.5,13.38,1.65,5.35,178,3,4,1
124,million million three month ended,6.14,13.14,4.3,7.89,271,7,6,1
88,financial statement included elsewhere,6.07,13.68,0.61,2.74,127,1,2,1
85,financial statement except number,0.0,12.69,0.0,1.27,149,0,1,1
84,financial statement annual report,5.92,13.11,1.78,5.24,173,3,4,1
123,million million three month,6.14,13.14,4.3,7.89,274,7,6,1
82,financial group subsidiariesnotes consolidated financial,0.0,14.11,0.0,1.41,162,0,1,1
81,financial group subsidiariesnotes consolidated,0.0,14.11,0.0,1.41,162,0,1,1
78,except number share per share,0.0,12.69,0.0,1.27,158,0,1,1
77,except number share per,0.0,12.69,0.0,1.27,158,0,1,1
75,ended june compared period,6.05,13.99,3.63,9.79,196,6,7,1
31,cincinnati financial corporation page,0.0,13.85,0.0,1.38,278,0,1,1
72,effect financial condition result,5.95,13.7,3.57,6.85,158,6,5,1
71,earnings per common share,6.06,13.92,3.63,6.96,138,6,5,1
70,diluted net earnings per share,0.0,12.31,0.0,1.23,139,0,1,1
69,diluted net earnings per,0.0,12.31,0.0,1.23,155,0,1,1
32,common equity tier capital,7.02,12.54,0.7,2.51,223,1,2,1
66,current report filed sec,6.34,13.68,1.9,2.74,168,3,2,1
33,companynotes condensed consolidated financial,5.93,0.0,0.59,0.0,139,1,0,1
64,credit card master note trust,7.02,0.0,0.7,0.0,191,1,0,1
63,credit card master note,7.02,0.0,0.7,0.0,206,1,0,1
34,companynotes condensed consolidated financial statement,5.93,0.0,0.59,0.0,134,1,0,1
61,contentsthe western union companynotes condensed,5.93,0.0,0.59,0.0,139,1,0,1
60,contentsthe western union companynotes,5.93,0.0,0.59,0.0,237,1,0,1
59,contentssvb financial group subsidiariesnotes consolidated,0.0,14.11,0.0,1.41,162,0,1,1
58,contentssvb financial group subsidiariesnotes,0.0,14.11,0.0,1.41,164,0,1,1
57,contentspaypal condensed consolidated financial,6.07,0.0,0.61,0.0,163,1,0,1
56,consolidated rowe price investment,5.78,0.0,0.58,0.0,227,1,0,1
55,consolidated financial statement part item,6.47,13.75,2.59,4.13,169,4,3,1
52,consolidated financial statement included elsewhere,6.07,13.68,0.61,2.74,127,1,2,1
48,consolidated financial statement except number,0.0,12.69,0.0,1.27,149,0,1,1
37,compared period primarily due,5.78,13.19,2.31,6.6,215,4,5,1
86,financial statement except number share,0.0,12.69,0.0,1.27,149,0,1,1
83,financial result operation cash,5.61,13.56,2.24,6.78,164,4,5,1
97,group subsidiariesnotes consolidated financial statement,0.0,14.11,0.0,1.41,160,0,1,1
101,index license agreement dated,5.39,0.0,0.54,0.0,233,1,0,1
43,consolidated financial statement additional,6.84,13.08,2.05,5.23,140,3,4,1
120,million aggregate principal amount,5.61,13.65,2.24,6.82,332,4,5,1
119,measurement credit loss financial,6.17,13.71,3.7,9.6,144,6,7,1
90,first nine month compared,5.7,13.64,2.85,5.46,138,5,4,1
24,capital international blackrock fund,5.39,0.0,0.54,0.0,127,1,0,1
25,capital international blackrock fund advisor,5.39,0.0,0.54,0.0,127,1,0,1
27,card master note trust,7.02,0.0,0.7,0.0,191,1,0,1
94,fixed rate balloon due,0.0,12.31,0.0,1.23,271,0,1,1
104,item business segment operation,0.0,14.71,0.0,1.47,228,0,1,1
103,international blackrock fund advisor,5.39,0.0,0.54,0.0,127,1,0,1
26,capital private equity fund,0.0,14.11,0.0,1.41,180,0,1,1
1,accompanying note integral part,5.87,14.74,1.76,2.95,160,3,2,1
110,item quantitative qualitative disclosure market,6.04,13.43,4.83,10.74,137,8,8,0
187,subsidiariesnotes consolidated financial statement,7.22,14.39,1.44,2.88,164,2,2,0
89,financial statement part item,6.47,13.48,2.59,5.39,170,4,4,0
133,month three month ended,7.42,13.85,0.74,1.38,124,1,1,0
108,item note consolidated financial statement,7.42,14.71,0.74,1.47,283,1,1,0
190,third quarter first nine,5.78,13.98,1.74,4.19,131,3,3,0
191,third quarter first nine month,5.78,13.98,1.74,4.19,131,3,3,0
116,material adverse effect result,6.01,13.54,4.21,9.48,181,7,7,0
47,consolidated financial statement except,5.36,12.69,0.54,1.27,151,1,1,0
109,item quantitative qualitative disclosure,6.04,13.43,4.83,10.74,137,8,8,0
106,item note condensed consolidated financial,5.39,14.71,0.54,1.47,326,1,1,0
182,six month ended june million,5.88,13.39,3.52,8.04,143,6,6,0
152,principal amount senior note,5.88,13.44,2.35,5.38,130,4,4,0
160,quarterly report quarter ended,6.18,13.46,4.32,9.42,209,7,7,0
91,first quarter compared period,5.78,14.21,2.31,5.68,172,4,4,0
92,first six month compared,5.68,13.4,2.27,5.36,243,4,4,0
9,aggregate principal amount senior,5.98,13.38,2.39,5.35,257,4,4,0
8,affect result operation financial,6.34,14.02,3.8,8.41,140,6,6,0
7,adversely affect result operation,6.53,13.7,3.26,6.85,125,5,5,0
93,first six month compared period,5.78,13.14,1.16,2.63,181,2,2,0
139,net earnings per share,5.58,12.48,1.12,2.5,168,2,2,0
96,group subsidiariesnotes consolidated financial,6.21,14.11,0.62,1.41,164,1,1,0
29,cause actual result differ,6.17,13.26,3.7,7.96,131,6,6,0
146,note note consolidated financial statement,5.8,12.54,1.16,2.51,283,2,2,0
175,see note consolidated financial statement,6.08,13.4,3.04,6.7,449,5,5,0
105,item note condensed consolidated,5.39,14.71,0.54,1.47,326,1,1,0
180,six month compared period,5.78,13.14,1.16,2.63,181,2,2,0
0,accompanying note consolidated financial,5.95,13.76,2.97,6.88,177,5,5,0
