,word,good_score,bad_score,good_score_all,bad_score_all,count,good_nums,bad_nums,diff
179,subsidiary note condensed consolidated financial,0.0,12.94,0.0,1.29,233,0,1,1
178,subsidiary note condensed consolidated,0.0,12.94,0.0,1.29,233,0,1,1
177,subsidiariesnotes consolidated financial statement,6.76,13.42,0.75,2.68,162,1,2,1
176,stanley capital international blackrock,5.41,0.0,0.6,0.0,171,1,0,1
5,amendment index license agreement,5.41,0.0,0.6,0.0,189,1,0,1
174,six month compared period,5.38,15.85,1.2,1.58,140,2,1,1
6,amendment index license agreement dated,5.41,0.0,0.6,0.0,187,1,0,1
133,note note consolidated financial statement,5.02,14.57,1.67,5.83,194,3,4,1
171,significant accounting principle consolidated,0.0,13.93,0.0,1.39,142,0,1,1
170,settlement transfer level transfer level,0.0,13.05,0.0,1.31,161,0,1,1
169,settlement transfer level transfer,0.0,13.05,0.0,1.31,161,0,1,1
172,significant accounting principle consolidated financial,0.0,13.93,0.0,1.39,142,0,1,1
125,net realized net unrealized purchase,0.0,13.05,0.0,1.31,149,0,1,1
97,level transfer level ending,0.0,13.05,0.0,1.31,161,0,1,1
81,goldman sachs subsidiary discussion analysis,0.0,13.05,0.0,1.31,423,0,1,1
131,note consolidated financial statement information,6.28,13.74,2.09,5.5,347,3,4,1
38,consolidated financial statement annual report,3.44,14.89,0.38,2.98,232,1,2,1
94,james subsidiary note condensed consolidated,0.0,12.94,0.0,1.29,233,0,1,1
93,james subsidiary note condensed,0.0,12.94,0.0,1.29,233,0,1,1
92,interim consolidated financial statement,6.21,13.19,0.69,2.64,183,1,2,1
91,interest rate swap agreement,6.2,13.15,2.76,3.94,400,4,3,1
39,consolidated financial statement discussion,5.4,13.71,1.8,5.48,165,3,4,1
40,consolidated financial statement incorporated,0.0,13.13,0.0,1.31,143,0,1,1
88,index license agreement dated,5.41,0.0,0.6,0.0,233,1,0,1
41,consolidated financial statement information,6.15,13.58,2.73,6.79,400,4,5,1
85,group subsidiariesnotes consolidated financial statement,0.0,12.92,0.0,1.29,160,0,1,1
83,goldman sachs subsidiary note consolidated,0.0,13.05,0.0,1.31,631,0,1,1
82,goldman sachs subsidiary note,0.0,13.05,0.0,1.31,631,0,1,1
80,goldman sachs subsidiary discussion,0.0,13.05,0.0,1.31,423,0,1,1
1,accounting principle consolidated financial,0.0,13.93,0.0,1.39,142,0,1,1
79,first six month compared period,5.38,15.85,1.2,1.58,140,2,1,1
74,financial group subsidiariesnotes consolidated financial,0.0,12.92,0.0,1.29,162,0,1,1
73,financial group subsidiariesnotes consolidated,0.0,12.92,0.0,1.29,162,0,1,1
71,financial corporation contentscapital one financial,0.0,13.46,0.0,1.35,218,0,1,1
70,financial corporation contentscapital one,0.0,13.46,0.0,1.35,218,0,1,1
46,contentscapital one financial corporationnotes,0.0,13.46,0.0,1.35,173,0,1,1
47,contentscapital one financial corporationnotes consolidated,0.0,13.46,0.0,1.35,173,0,1,1
59,defined benefit pension plan,5.92,13.88,3.94,6.94,151,6,5,1
49,contentsnotes consolidated financial statement incorporated,0.0,13.13,0.0,1.31,143,0,1,1
50,contentssvb financial group subsidiariesnotes,0.0,12.92,0.0,1.29,164,0,1,1
55,corporation contentscapital one financial corporationnotes,0.0,13.46,0.0,1.35,173,0,1,1
54,corporation contentscapital one financial,0.0,13.46,0.0,1.35,218,0,1,1
53,contentsthe western union companynotes condensed,7.02,0.0,0.78,0.0,139,1,0,1
98,level transfer level ending balance,0.0,13.05,0.0,1.31,161,0,1,1
0,accounted fair value option,7.01,15.04,0.78,3.01,181,1,2,1
127,net unrealized purchase sale settlement,0.0,13.05,0.0,1.31,140,0,1,1
17,beginning balance net realized net,0.0,13.05,0.0,1.31,188,0,1,1
124,net realized net unrealized,0.0,13.05,0.0,1.31,188,0,1,1
52,contentsthe western union companynotes,7.02,0.0,0.78,0.0,237,1,0,1
119,morgan stanley capital international,5.41,0.0,0.6,0.0,187,1,0,1
117,month ended march million,5.7,14.02,3.8,9.82,142,6,7,1
116,million three six month ended,5.73,13.78,3.18,8.26,175,5,6,1
126,net unrealized purchase sale,0.0,13.05,0.0,1.31,140,0,1,1
115,million three six month,5.73,13.78,3.18,8.26,176,5,6,1
121,mortgage loan real estate,7.01,14.64,0.78,2.93,382,1,2,1
112,million million six month,5.95,14.26,4.62,8.56,155,7,6,1
122,msci morgan stanley capital,5.41,0.0,0.6,0.0,173,1,0,1
24,capital private equity fund,0.0,12.92,0.0,1.29,180,0,1,1
108,measurement credit loss financial,5.51,13.58,3.67,9.5,194,6,7,1
27,claim adjustment expense reserve,3.44,0.0,0.38,0.0,158,1,0,1
28,claim claim adjustment expense,3.44,0.0,0.38,0.0,239,1,0,1
31,companynotes condensed consolidated financial,7.02,0.0,0.78,0.0,139,1,0,1
32,compared million three month,5.59,13.16,1.24,3.95,142,2,3,1
120,morgan stanley capital international blackrock,5.41,0.0,0.6,0.0,171,1,0,1
33,compared million three month ended,5.59,13.16,1.24,3.95,142,2,3,1
123,msci morgan stanley capital international,5.41,0.0,0.6,0.0,171,1,0,1
163,see note consolidated financial,5.51,13.72,3.67,8.23,499,6,6,0
134,note summary significant accounting,5.44,14.34,1.81,4.3,263,3,3,0
142,purchase sale settlement transfer,3.44,13.05,0.38,1.31,139,1,1,0
147,quarter first six month,5.54,14.24,1.85,4.27,229,3,3,0
72,financial corporationnotes consolidated financial,5.86,13.46,0.65,1.35,174,1,1,0
144,qualitative disclosure market risk,5.78,13.87,5.78,12.48,144,9,9,0
75,financial statement annual report,5.44,14.39,1.81,4.32,240,3,3,0
77,first nine month compared,5.17,14.38,2.87,7.19,139,5,5,0
146,quarter first nine month,5.0,14.72,2.22,5.89,154,4,4,0
35,condensed consolidated statement financial,5.41,12.94,0.6,1.29,215,1,1,0
84,group subsidiariesnotes consolidated financial,6.21,12.92,0.69,1.29,164,1,1,0
114,million million three six month,5.73,13.92,3.18,6.96,139,5,5,0
113,million million three six,5.73,13.92,3.18,6.96,139,5,5,0
37,consolidated financial statement annual,5.1,14.89,1.13,2.98,236,2,2,0
132,note note consolidated financial,5.33,14.35,2.96,7.17,222,5,5,0
