,word,good_score,bad_score,good_score_all,bad_score_all,count,good_nums,bad_nums,diff
108,foreign currency fluctuation dollar,5.72,0.0,1.91,0.0,92,1,0,1
110,free cash flow available,5.72,0.0,1.91,0.0,70,1,0,1
123,million fiscal year ended,5.72,0.0,1.91,0.0,75,1,0,1
111,free cash flow available news,5.72,0.0,1.91,0.0,70,1,0,1
113,impact foreign currency fluctuation,5.72,0.0,1.91,0.0,153,1,0,1
114,impact foreign currency fluctuation dollar,5.72,0.0,1.91,0.0,91,1,0,1
117,incremental term loan facility,0.0,13.39,0.0,4.46,60,0,1,1
144,new york mellon trust trustee,0.0,13.1,0.0,4.37,71,0,1,1
119,local currency resulted revenue,5.72,0.0,1.91,0.0,63,1,0,1
121,march compared corresponding period fiscal,5.72,0.0,1.91,0.0,66,1,0,1
122,material adverse effect financial,5.72,15.01,1.91,10.01,108,1,2,1
118,interest rate lock derivative,0.0,13.39,0.0,4.46,72,0,1,1
154,number unique people using,0.0,16.63,0.0,5.54,70,0,1,1
145,nine month ended march,5.72,0.0,1.91,0.0,274,1,0,1
175,share charter class common,0.0,13.1,0.0,4.37,66,0,1,1
177,share per share data,0.0,13.1,0.0,4.37,93,0,1,1
178,six month ended december,5.72,0.0,1.91,0.0,261,1,0,1
180,six month ended june primarily,6.75,13.24,2.25,8.83,68,1,2,1
181,stock charter holding common,0.0,13.1,0.0,4.37,64,0,1,1
182,subsidiariesnotes consolidated financial except,0.0,13.1,0.0,4.37,191,0,1,1
183,subsidiariesnotes consolidated financial except per,0.0,13.1,0.0,4.37,98,0,1,1
184,subsidiariesnotes consolidated financial except share,0.0,13.1,0.0,4.37,93,0,1,1
185,tabular dollar except per,7.06,0.0,2.35,0.0,160,1,0,1
186,tabular dollar except per share,7.06,0.0,2.35,0.0,160,1,0,1
188,three month ended increased,0.0,13.39,0.0,4.46,64,0,1,1
189,three nine month ended march,5.72,0.0,1.91,0.0,100,1,0,1
191,three six month ended december,5.72,0.0,1.91,0.0,83,1,0,1
193,trust company including senior,0.0,13.39,0.0,4.46,58,0,1,1
194,unaudited consolidated financial statement,5.72,0.0,1.91,0.0,74,1,0,1
195,walt disney companynotes condensed,7.06,0.0,2.35,0.0,160,1,0,1
196,walt disney companynotes condensed consolidated,7.06,0.0,2.35,0.0,160,1,0,1
198,year ended june company,5.72,0.0,1.91,0.0,63,1,0,1
176,share class common stock,5.72,14.86,1.91,9.91,215,1,2,1
174,several purchaser defined reference exhibit,0.0,13.1,0.0,4.37,57,0,1,1
149,note condensed consolidated financial,7.06,15.01,2.35,10.01,452,1,2,1
173,several purchaser defined reference,0.0,13.1,0.0,4.37,57,0,1,1
150,note condensed consolidated financial statement,7.06,15.01,2.35,10.01,171,1,2,1
151,note due billion senior,0.0,13.39,0.0,4.46,69,0,1,1
152,note unaudited consolidated financial,5.72,0.0,1.91,0.0,66,1,0,1
153,note unaudited consolidated financial statement,5.72,0.0,1.91,0.0,58,1,0,1
99,financial except share per,0.0,13.1,0.0,4.37,93,0,1,1
155,offinancial condition result operation,7.06,0.0,2.35,0.0,172,1,0,1
157,period fiscal primarily due,5.72,0.0,1.91,0.0,63,1,0,1
158,positive impact foreign currency,5.72,0.0,1.91,0.0,70,1,0,1
159,purchaser defined reference exhibit,0.0,13.1,0.0,4.37,57,0,1,1
160,purchaser defined reference exhibit current,0.0,13.1,0.0,4.37,57,0,1,1
161,rate australian bbsy plus,5.72,0.0,1.91,0.0,59,1,0,1
163,reference exhibit current report charter,0.0,13.1,0.0,4.37,59,0,1,1
164,reference exhibit current report filed,0.0,13.1,0.0,4.37,198,0,1,1
165,report news corporation filed,5.72,0.0,1.91,0.0,68,1,0,1
167,representative several purchaser defined,0.0,13.1,0.0,4.37,57,0,1,1
168,representative several purchaser defined reference,0.0,13.1,0.0,4.37,57,0,1,1
169,revenue per paid subscriber,7.06,0.0,2.35,0.0,83,1,0,1
1,accompanying consolidated financial statement contained,0.0,13.1,0.0,4.37,81,0,1,1
100,financial except share per share,0.0,13.1,0.0,4.37,93,0,1,1
98,financial except per share amount,0.0,13.1,0.0,4.37,98,0,1,1
57,contentsnews corporationnotes consolidated financial,5.72,0.0,1.91,0.0,116,1,0,1
35,common stock charter holding,0.0,13.1,0.0,4.37,63,0,1,1
36,common stock charter holding common,0.0,13.1,0.0,4.37,63,0,1,1
37,common stock class common,0.0,16.63,0.0,5.54,62,0,1,1
38,companynotes condensed consolidated financial,7.06,0.0,2.35,0.0,160,1,0,1
39,companynotes condensed consolidated financial tabular,7.06,0.0,2.35,0.0,160,1,0,1
40,compared corresponding period fiscal,5.72,0.0,1.91,0.0,246,1,0,1
41,compared corresponding period fiscal primarily,5.72,0.0,1.91,0.0,66,1,0,1
42,compared corresponding period primarily,0.0,13.1,0.0,4.37,64,0,1,1
44,condensed consolidated balance sheet,7.06,15.01,2.35,10.01,89,1,2,1
45,condensed consolidated financial statement,7.06,15.01,2.35,10.01,279,1,2,1
46,condensed consolidated financial tabular,7.06,0.0,2.35,0.0,160,1,0,1
47,condensed consolidated financial tabular dollar,7.06,0.0,2.35,0.0,160,1,0,1
48,condensed consolidated statement cash,7.06,15.01,2.35,10.01,103,1,2,1
49,condensed consolidated statement comprehensive,7.06,15.01,2.35,10.01,138,1,2,1
50,consolidated financial except per,0.0,13.1,0.0,4.37,98,0,1,1
51,consolidated financial except per share,0.0,13.1,0.0,4.37,98,0,1,1
52,consolidated financial except share,0.0,13.1,0.0,4.37,93,0,1,1
53,consolidated financial except share per,0.0,13.1,0.0,4.37,93,0,1,1
55,consolidated financial tabular dollar,7.06,0.0,2.35,0.0,160,1,0,1
33,class common stock class,5.72,14.86,1.91,9.91,62,1,2,1
32,class common stock charter holding,0.0,13.1,0.0,4.37,63,0,1,1
31,class common stock charter,0.0,13.1,0.0,4.37,67,0,1,1
16,average monthly revenue per paid,7.06,0.0,2.35,0.0,91,1,0,1
4,accompanying note integral part,5.72,13.24,1.91,8.83,90,1,2,1
5,account within across product,0.0,16.63,0.0,5.54,70,0,1,1
8,among cco cco holding,0.0,13.1,0.0,4.37,81,0,1,1
9,among cco cco holding capital,0.0,13.1,0.0,4.37,81,0,1,1
10,among guarantor party thereto,0.0,13.39,0.0,4.46,59,0,1,1
11,among guarantor party thereto deutsche,0.0,13.39,0.0,4.46,58,0,1,1
12,analysis offinancial condition result,7.06,0.0,2.35,0.0,178,1,0,1
13,analysis offinancial condition result operation,7.06,0.0,2.35,0.0,172,1,0,1
19,bank trust company including,0.0,13.39,0.0,4.46,58,0,1,1
30,charter holding common unit,0.0,13.1,0.0,4.37,57,0,1,1
20,bank trust company including senior,0.0,13.39,0.0,4.46,58,0,1,1
21,billion aggregate principal amount,6.75,13.24,2.25,8.83,114,1,2,1
22,billion aggregate principal amount senior,6.75,13.24,2.25,8.83,100,1,2,1
25,cash flow available news,5.72,0.0,1.91,0.0,78,1,0,1
26,cash flow available news corporation,5.72,0.0,1.91,0.0,62,1,0,1
27,cco cco holding capital,0.0,13.1,0.0,4.37,83,0,1,1
28,charter class common stock,0.0,13.1,0.0,4.37,125,0,1,1
29,charter communication operating capital,0.0,13.1,0.0,4.37,78,0,1,1
56,consolidated financial tabular dollar except,7.06,0.0,2.35,0.0,160,1,0,1
54,consolidated financial statement contained,0.0,13.1,0.0,4.37,81,0,1,1
58,contentsnews corporationnotes unaudited consolidated,5.72,0.0,1.91,0.0,63,1,0,1
73,defined reference exhibit current,0.0,13.1,0.0,4.37,57,0,1,1
75,deutsche bank trust company,0.0,13.39,0.0,4.46,119,0,1,1
76,deutsche bank trust company including,0.0,13.39,0.0,4.46,58,0,1,1
77,digital real estate service,5.72,0.0,1.91,0.0,133,1,0,1
59,contentsnews corporationnotes unaudited consolidated financial,5.72,0.0,1.91,0.0,63,1,0,1
78,discussion analysis offinancial condition,7.06,0.0,2.35,0.0,178,1,0,1
79,discussion analysis offinancial condition result,7.06,0.0,2.35,0.0,178,1,0,1
80,disney companynotes condensed consolidated,7.06,0.0,2.35,0.0,160,1,0,1
81,disney companynotes condensed consolidated financial,7.06,0.0,2.35,0.0,160,1,0,1
82,dollar except per share,7.06,0.0,2.35,0.0,160,1,0,1
83,dollar local currency resulted,5.72,0.0,1.91,0.0,89,1,0,1
84,dollar local currency resulted revenue,5.72,0.0,1.91,0.0,63,1,0,1
89,except per share amount,0.0,13.1,0.0,4.37,98,0,1,1
91,except share per share data,0.0,13.1,0.0,4.37,93,0,1,1
92,exhibit current report charter,0.0,13.1,0.0,4.37,59,0,1,1
93,exhibit current report charter filed,0.0,13.1,0.0,4.37,59,0,1,1
94,exhibit current report filed,0.0,13.1,0.0,4.37,198,0,1,1
95,exhibit current report filed charter,0.0,13.1,0.0,4.37,198,0,1,1
74,defined reference exhibit current report,0.0,13.1,0.0,4.37,57,0,1,1
199,york mellon trust trustee,0.0,13.1,0.0,4.37,71,0,1,1
72,december compared corresponding period fiscal,5.72,0.0,1.91,0.0,64,1,0,1
67,currency fluctuation dollar local,5.72,0.0,1.91,0.0,92,1,0,1
62,corporationnotes unaudited consolidated financial,5.72,0.0,1.91,0.0,65,1,0,1
63,corresponding period fiscal primarily,5.72,0.0,1.91,0.0,86,1,0,1
60,corporation note unaudited consolidated,5.72,0.0,1.91,0.0,59,1,0,1
61,corporation note unaudited consolidated financial,5.72,0.0,1.91,0.0,59,1,0,1
70,current report filed charter,0.0,13.1,0.0,4.37,198,0,1,1
69,current report charter filed,0.0,13.1,0.0,4.37,59,0,1,1
64,corresponding period fiscal primarily due,5.72,0.0,1.91,0.0,63,1,0,1
68,currency fluctuation dollar local currency,5.72,0.0,1.91,0.0,89,1,0,1
90,except share per share,6.24,13.24,4.16,8.83,104,2,2,0
97,financial except per share,7.06,13.1,2.35,4.37,100,1,1,0
148,note accompanying consolidated financial statement,5.72,13.1,1.91,4.37,88,1,1,0
87,ended march compared corresponding,5.72,13.1,1.91,4.37,95,1,1,0
147,note accompanying consolidated financial,5.72,13.1,1.91,4.37,112,1,1,0
7,aggregate principal amount senior,6.24,13.24,4.16,8.83,139,2,2,0
96,fair value reporting unit,6.39,13.24,4.26,8.83,65,2,2,0
3,accompanying note consolidated financial statement,6.75,16.63,2.25,5.54,59,1,1,0
2,accompanying note consolidated financial,6.75,16.63,2.25,5.54,88,1,1,0
88,ended march compared corresponding period,5.72,13.1,1.91,4.37,89,1,1,0
23,billion senior note due,5.72,13.39,1.91,4.46,74,1,1,0
86,ended december compared corresponding period,5.72,13.1,1.91,4.37,80,1,1,0
85,ended december compared corresponding,5.72,13.1,1.91,4.37,83,1,1,0
138,month ended march compared corresponding,5.72,13.1,1.91,4.37,95,1,1,0
129,million three nine month,6.24,13.24,4.16,8.83,65,2,2,0
115,income tax expense million,5.72,13.1,1.91,4.37,68,1,1,0
116,increased three month ended,6.24,13.24,4.16,8.83,73,2,2,0
120,march compared corresponding period,5.72,13.1,1.91,4.37,89,1,1,0
71,december compared corresponding period,5.72,13.1,1.91,4.37,80,1,1,0
171,see note accompanying consolidated financial,5.72,13.1,1.91,4.37,89,1,1,0
170,see note accompanying consolidated,5.72,13.1,1.91,4.37,89,1,1,0
43,compared three month ended,6.24,13.24,4.16,8.83,63,2,2,0
130,million three nine month ended,6.24,13.24,4.16,8.83,65,2,2,0
162,reference exhibit current report,5.72,13.1,1.91,4.37,300,1,1,0
34,class common stock class common,0.0,0.0,0.0,0.0,62,0,0,0
