,word,good_score,bad_score,good_score_all,bad_score_all,count,good_nums,bad_nums,diff
7,amount senior unsecured note,0.0,5.21,0.0,1.04,113,0,1,1
125,noncontrolling interest partially owned property,2.94,0.0,0.59,0.0,98,1,0,1
124,noncontrolling interest partially owned,2.94,0.0,0.59,0.0,100,1,0,1
112,net income attributable ccic,0.0,5.21,0.0,1.04,78,0,1,1
123,noncontrolling interest operating partnership,2.84,6.03,1.14,1.21,125,2,1,1
116,net income net cash,2.31,5.28,1.85,3.17,90,4,3,1
108,mountain incorporatednotes condensed consolidated financial,0.0,5.32,0.0,1.06,117,0,1,1
122,noncontrolling interest operating partner capital,2.94,0.0,0.59,0.0,84,1,0,1
121,noncontrolling interest operating partner,2.84,6.03,1.14,1.21,93,2,1,1
117,net income net cash provided,2.31,5.28,1.85,3.17,88,4,3,1
141,per share summary significant accounting,0.0,5.32,0.0,1.06,113,0,1,1
109,mountain incorporatednotes consolidated financial,0.0,5.32,0.0,1.06,131,0,1,1
120,noi share cash basis,2.75,0.0,0.55,0.0,201,1,0,1
111,net cash provided operating activity,2.23,5.28,1.78,3.17,99,4,3,1
149,realty note consolidated financial,2.75,0.0,0.55,0.0,111,1,0,1
143,principal amount senior unsecured note,0.0,5.21,0.0,1.04,113,0,1,1
175,share per share summary,0.0,5.32,0.0,1.06,113,0,1,1
177,share summary significant accounting,0.0,5.32,0.0,1.06,113,0,1,1
178,share summary significant accounting policy,0.0,5.32,0.0,1.06,112,0,1,1
179,statement dollar except per,0.0,5.21,0.0,1.04,82,0,1,1
180,statement dollar except per share,0.0,5.21,0.0,1.04,82,0,1,1
185,summary significant accounting policy,2.69,7.06,1.08,4.24,136,2,3,1
186,trust vornado realty consolidated,2.75,0.0,0.55,0.0,81,1,0,1
187,trust vornado realty consolidated financial,2.75,0.0,0.55,0.0,81,1,0,1
188,trust vornado realty note,2.75,0.0,0.55,0.0,109,1,0,1
189,trust vornado realty note consolidated,2.75,0.0,0.55,0.0,109,1,0,1
191,vornado realty consolidated financial,2.75,0.0,0.55,0.0,81,1,0,1
192,vornado realty note consolidated,2.75,0.0,0.55,0.0,111,1,0,1
193,vornado realty note consolidated financial,2.75,0.0,0.55,0.0,111,1,0,1
195,weyerhaeuser company annual report,0.0,9.83,0.0,1.97,212,0,1,1
196,year ended december compared,2.31,5.32,1.85,3.19,218,4,3,1
197,year ended december filed,2.18,5.28,1.75,3.17,99,4,3,1
176,share per share summary significant,0.0,5.32,0.0,1.06,113,0,1,1
171,see note note consolidated financial,2.22,5.68,1.33,2.27,136,3,2,1
145,real estate joint venture,0.0,6.03,0.0,1.21,81,0,1,1
170,see note note consolidated,2.22,5.68,1.33,2.27,136,3,2,1
147,realty corporation duke realty,0.0,4.61,0.0,0.92,86,0,1,1
148,realty corporation duke realty limited,0.0,4.61,0.0,0.92,86,0,1,1
104,million three month ended march,1.99,5.29,1.2,4.23,167,3,4,1
150,realty note consolidated financial statement,2.75,0.0,0.55,0.0,110,1,0,1
151,realty trust vornado realty,2.75,0.0,0.55,0.0,243,1,0,1
152,realty trust vornado realty consolidated,2.75,0.0,0.55,0.0,81,1,0,1
153,realty trust vornado realty note,2.75,0.0,0.55,0.0,109,1,0,1
154,redeemable noncontrolling interest operating,2.94,0.0,0.59,0.0,88,1,0,1
157,reference exhibit vornado realty,2.75,0.0,0.55,0.0,170,1,0,1
158,reit federal income tax,2.6,5.28,2.08,3.17,95,4,3,1
159,report general partner partnership,0.0,4.61,0.0,0.92,112,0,1,1
160,report general partner partnership filed,0.0,4.61,0.0,0.92,100,0,1,1
161,report year ended december filed,2.18,5.28,1.75,3.17,92,4,3,1
162,restated agreement limited partnership,2.71,5.32,1.63,2.13,87,3,2,1
3,aggregate principal amount senior,1.27,5.62,0.25,2.25,172,1,2,1
105,month ended june increase,1.77,5.32,0.71,3.19,101,2,3,1
107,mountain incorporatednotes condensed consolidated,0.0,5.32,0.0,1.06,117,0,1,1
103,million three month ended june,1.77,5.28,0.71,3.17,82,2,3,1
42,contentsiron mountain incorporatednotes condensed,0.0,5.32,0.0,1.06,81,0,1,1
44,contentsiron mountain incorporatednotes consolidated,0.0,5.32,0.0,1.06,79,0,1,1
45,contentsiron mountain incorporatednotes consolidated financial,0.0,5.32,0.0,1.06,79,0,1,1
46,corporation duke realty limited,0.0,4.61,0.0,0.92,86,0,1,1
47,diluted earnings per share,2.6,7.02,1.04,4.21,91,2,3,1
48,dollar except per share,0.0,5.21,0.0,1.04,126,0,1,1
49,due reference exhibit current,2.44,0.0,0.49,0.0,96,1,0,1
50,due reference exhibit current report,2.44,0.0,0.49,0.0,96,1,0,1
51,earnings per common unit,0.0,6.03,0.0,1.21,81,0,1,1
53,erp operating limited partnership,2.94,0.0,0.59,0.0,223,1,0,1
54,erp operating limited partnerships,2.94,0.0,0.59,0.0,79,1,0,1
102,million three month ended,1.99,5.29,1.2,4.23,296,3,4,1
57,exhibit combined current report general,0.0,4.61,0.0,0.92,78,0,1,1
61,ffo available common share unit,2.94,0.0,0.59,0.0,117,1,0,1
62,fifth avenue time square,2.75,0.0,0.55,0.0,134,1,0,1
63,fifth avenue time square jv,2.75,0.0,0.55,0.0,80,1,0,1
43,contentsiron mountain incorporatednotes condensed consolidated,0.0,5.32,0.0,1.06,81,0,1,1
39,consolidated statement comprehensive income,2.18,7.06,1.75,4.24,119,4,3,1
65,financial statement dollar except per,0.0,5.21,0.0,1.04,82,0,1,1
38,consolidated financial statement set forth,2.01,5.21,0.8,1.04,83,2,1,1
16,cash flow year ended,2.35,5.52,1.88,3.31,81,4,3,1
17,cbre note consolidated financial,1.27,0.0,0.25,0.0,102,1,0,1
18,combined current report general,0.0,4.61,0.0,0.92,78,0,1,1
19,common share unit unit,2.94,0.0,0.59,0.0,101,1,0,1
24,condensed consolidated financial statement,2.84,5.52,1.14,3.31,440,2,3,1
25,condensed consolidated financial statement except,0.0,5.32,0.0,1.06,112,0,1,1
11,avenue time square jv,2.75,0.0,0.55,0.0,88,1,0,1
27,consolidated financial statement additional,2.55,4.91,1.53,1.96,87,3,2,1
28,consolidated financial statement discussion,2.55,6.24,1.53,4.99,80,3,4,1
29,consolidated financial statement dollar,0.0,5.21,0.0,1.04,82,0,1,1
30,consolidated financial statement dollar except,0.0,5.21,0.0,1.04,82,0,1,1
31,consolidated financial statement except,0.0,5.32,0.0,1.06,241,0,1,1
32,consolidated financial statement except share,0.0,5.32,0.0,1.06,241,0,1,1
33,consolidated financial statement included,1.99,5.29,1.2,4.23,317,3,4,1
37,consolidated financial statement set,2.01,5.21,0.8,1.04,83,2,1,1
64,financial statement dollar except,0.0,5.21,0.0,1.04,82,0,1,1
56,except share per share summary,0.0,5.32,0.0,1.06,113,0,1,1
66,financial statement except share,0.0,5.32,0.0,1.06,241,0,1,1
89,incorporatednotes consolidated financial statement except,0.0,5.32,0.0,1.06,129,0,1,1
81,income available maa common shareholder,0.0,6.03,0.0,1.21,95,0,1,1
83,income net cash provided operating,2.31,5.28,1.85,3.17,81,4,3,1
84,incorporated reference exhibit vornado,2.75,0.0,0.55,0.0,168,1,0,1
85,incorporated reference exhibit vornado realty,2.75,0.0,0.55,0.0,167,1,0,1
86,incorporatednotes condensed consolidated financial,0.0,5.32,0.0,1.06,117,0,1,1
87,incorporatednotes condensed consolidated financial statement,0.0,5.32,0.0,1.06,112,0,1,1
88,incorporatednotes consolidated financial statement,0.0,5.32,0.0,1.06,129,0,1,1
90,increased million percent primarily,0.0,9.83,0.0,1.97,82,0,1,1
77,income attributable ccic common,0.0,5.21,0.0,1.04,134,0,1,1
91,increased million percent primarily due,0.0,9.83,0.0,1.97,79,0,1,1
92,inline xbrl taxonomy extension,2.22,7.58,1.33,3.03,132,3,2,1
93,integral part consolidated financial,1.86,5.32,0.74,1.06,126,2,1,1
94,interest operating partner capital,2.94,0.0,0.59,0.0,84,1,0,1
95,interest partially owned property,2.94,0.0,0.59,0.0,98,1,0,1
10,available maa common shareholder,0.0,6.03,0.0,1.21,95,0,1,1
99,million aggregate principal amount senior,1.27,5.62,0.25,2.25,104,1,2,1
80,income available maa common,0.0,6.03,0.0,1.21,114,0,1,1
82,income net cash provided,2.31,5.28,1.85,3.17,88,4,3,1
100,million percent primarily due,0.0,9.83,0.0,1.97,136,0,1,1
75,including chief executive officer,2.23,5.32,1.78,3.19,88,4,3,1
76,including chief executive officer chief,2.23,5.32,1.78,3.19,84,4,3,1
71,general partner partnership filed,0.0,4.61,0.0,0.92,100,0,1,1
70,financial statement set forth,2.01,5.21,0.8,1.04,83,2,1,1
73,global data center business,0.0,5.32,0.0,1.06,94,0,1,1
72,general partner partnership filed sec,0.0,4.61,0.0,0.92,100,0,1,1
74,included exhibit equity residentials,2.94,0.0,0.59,0.0,97,1,0,1
67,financial statement except share per,0.0,5.32,0.0,1.06,241,0,1,1
22,compared year ended december,1.77,5.68,0.71,2.27,117,2,2,0
69,financial statement included annual report,1.77,5.68,0.71,2.27,101,2,2,0
20,compared three month ended,1.99,5.52,1.2,3.31,176,3,3,0
59,expense three month ended,2.15,5.32,1.29,3.19,99,3,3,0
190,unsecured revolving credit facility,2.65,7.02,1.59,4.21,195,3,3,0
68,financial statement included annual,1.77,5.68,0.71,2.27,182,2,2,0
113,net income attributable common,2.75,4.61,0.55,0.92,115,1,1,0
58,exhibit current report filed,2.36,7.93,0.94,3.17,345,2,2,0
146,realty consolidated financial statement,2.75,4.61,0.55,0.92,78,1,1,0
101,million senior unsecured note,2.51,5.32,1.0,2.13,78,2,2,0
55,except share per share,2.1,5.68,0.84,2.27,271,2,2,0
163,revenue three month ended,2.01,5.68,0.8,2.27,82,2,2,0
183,statement included annual report,1.77,5.68,0.71,2.27,103,2,2,0
182,statement except share per share,1.27,5.32,0.25,1.06,244,1,1,0
155,reference exhibit current report,2.44,9.83,0.49,1.97,284,1,1,0
156,reference exhibit current report filed,2.44,9.83,0.49,1.97,280,1,1,0
34,consolidated financial statement included annual,1.77,5.68,0.71,2.27,181,2,2,0
36,consolidated financial statement realty,2.75,4.61,0.55,0.92,90,1,1,0
52,ensure information required disclosed,2.22,6.82,1.33,4.09,79,3,3,0
174,series cumulative redeemable preferred,2.75,6.03,0.55,1.21,91,1,1,0
172,segment three month ended,2.01,5.68,0.8,2.27,85,2,2,0
144,real estate accumulated depreciation,2.6,5.29,2.08,4.23,84,4,4,0
169,see note consolidated financial statement,2.49,5.28,1.49,3.17,190,3,3,0
168,see note consolidated financial,2.49,5.28,1.49,3.17,240,3,3,0
131,note consolidated financial statement realty,2.75,4.61,0.55,0.92,90,1,1,0
78,income attributable common shareholder,2.75,4.61,0.55,0.92,81,1,1,0
128,note consolidated financial realty,2.75,4.61,0.55,0.92,80,1,1,0
181,statement except share per,1.27,5.32,0.25,1.06,244,1,1,0
