,word,good_score,bad_score,good_score_all,bad_score_all,count,good_nums,bad_nums,diff
147,reasonably possible,0.55,14.31,0.24,9.54,218,4,6,2
150,recorded within,0.57,12.67,0.38,5.63,245,6,4,2
131,norwegian cruise,0.0,11.42,0.0,2.54,316,0,2,2
82,forward contract,0.71,12.03,0.24,6.69,248,3,5,2
153,report fiscal,0.49,12.76,0.27,4.25,206,5,3,2
129,nine month fiscal,0.62,0.0,0.14,0.0,359,2,0,2
154,report fiscal year,0.49,12.76,0.27,4.25,201,5,3,2
127,net earnings,0.08,14.51,0.03,8.06,654,3,5,2
123,month ended september,0.58,14.31,0.26,9.54,790,4,6,2
121,month ended march,0.58,14.31,0.26,9.54,1013,4,6,2
100,june compared,0.38,14.2,0.13,7.89,186,3,5,2
199,year ended november,0.0,9.92,0.0,2.2,369,0,2,2
39,corporation subsidiariesnotes,0.0,11.72,0.0,2.61,219,0,2,2
74,fiscal company,0.67,11.25,0.37,3.75,246,5,3,2
22,company recorded,0.58,13.04,0.39,5.8,320,6,4,2
64,export credit,0.0,11.42,0.0,2.54,189,0,2,2
20,commercial paper,0.57,14.86,0.38,6.6,469,6,4,2
19,class common,0.36,11.72,0.16,2.61,233,4,2,2
25,comparable prior year,0.43,13.9,0.14,1.54,221,3,1,2
33,consolidated condensed financial,0.0,14.95,0.0,3.32,201,0,2,2
15,carnival corporation,0.0,11.42,0.0,2.54,375,0,2,2
14,brand home,0.0,11.72,0.0,2.6,205,0,2,2
58,ended july,0.68,10.79,0.38,3.6,206,5,3,2
57,ended february,0.33,13.58,0.15,9.06,471,4,6,2
24,comparable prior,0.43,13.9,0.14,1.54,221,3,1,2
42,cruise line,0.0,11.42,0.0,2.54,381,0,2,2
46,current report filed,0.56,14.31,0.25,9.54,221,4,6,2
11,average sale,0.0,12.18,0.0,2.71,445,0,2,2
9,annual report fiscal,0.49,12.76,0.27,4.25,203,5,3,2
12,average sale price,0.0,12.18,0.0,2.71,288,0,2,2
76,fiscal excluding,1.05,0.0,0.23,0.0,231,2,0,2
35,contentsgeneral motor,0.0,10.28,0.0,1.14,453,0,1,1
160,sale price,0.27,11.9,0.15,7.93,391,5,6,1
138,per common,0.58,14.66,0.26,8.14,223,4,5,1
159,revolving credit agreement,0.41,14.84,0.14,6.6,187,3,4,1
139,per diluted,0.48,13.76,0.27,6.12,293,5,4,1
28,compared period,0.26,13.53,0.14,6.01,297,5,4,1
155,restricted cash,0.67,13.05,0.37,8.7,218,5,6,1
84,free cash,0.64,13.01,0.14,4.34,229,2,3,1
37,continuing operation,0.3,14.66,0.13,8.14,215,4,5,1
36,contentsgeneral motor company,0.0,10.28,0.0,1.14,453,0,1,1
162,sealed air,0.0,13.92,0.0,1.55,303,0,1,1
149,reclassified accumulated comprehensive,0.6,13.1,0.27,7.28,191,4,5,1
167,senior secured,0.55,12.26,0.25,4.09,353,4,3,1
23,company subsidiariesnotes,0.0,10.28,0.0,1.14,200,0,1,1
165,segment net,0.43,13.04,0.14,5.8,214,3,4,1
198,year ended march,0.94,0.0,0.1,0.0,393,1,0,1
193,vf corporation,0.94,0.0,0.1,0.0,305,1,0,1
7,allowance loan,0.08,9.9,0.01,2.2,238,1,2,1
191,used vehicle,0.09,10.28,0.02,1.14,359,2,1,1
8,allowance loan loss,0.08,9.9,0.01,2.2,199,1,2,1
189,unconsolidated entity,1.05,9.53,0.23,1.06,503,2,1,1
10,auto loan,0.08,0.0,0.01,0.0,326,1,0,1
13,bear interest,0.52,13.38,0.29,5.95,210,5,4,1
180,subsidiariesnotes condensed consolidated,0.13,11.24,0.03,3.75,295,2,3,1
179,subsidiariesnotes condensed,0.13,11.24,0.03,3.75,295,2,3,1
178,stuart weitzman,1.16,0.0,0.13,0.0,316,1,0,1
175,statement operation,0.68,13.58,0.38,9.05,491,5,6,1
16,carnival plc,0.0,10.31,0.0,1.15,269,0,1,1
17,charge related,0.69,14.62,0.38,6.5,195,5,4,1
18,class action,0.53,11.76,0.29,5.23,204,5,4,1
135,operating income,0.7,11.76,0.39,5.23,381,5,4,1
21,company belief,0.51,14.66,0.28,6.51,208,5,4,1
43,cruise line holding,0.0,12.54,0.0,1.39,341,0,1,1
81,fortune brand home,0.0,13.9,0.0,1.54,204,0,1,1
108,million first six,0.43,17.6,0.14,3.91,184,3,2,1
96,incorporated reference exhibit,0.82,11.77,0.36,6.54,263,4,5,1
66,filed exhibit,0.37,14.86,0.16,4.95,216,4,3,1
67,filed february,0.58,13.33,0.26,7.4,191,4,5,1
110,million homebuilding,0.0,9.53,0.0,1.06,185,0,1,1
45,current report dated,0.09,12.18,0.03,2.71,246,3,2,1
104,loan loss,0.08,9.9,0.01,2.2,312,1,2,1
103,line holding,0.0,12.54,0.0,1.39,341,0,1,1
101,kate spade,1.16,0.0,0.13,0.0,342,1,0,1
99,international paper,0.0,14.82,0.0,1.65,506,0,1,1
95,incorporated herein reference,0.78,11.76,0.26,5.23,186,3,4,1
63,expense current,0.42,17.15,0.14,3.81,196,3,2,1
94,impact foreign,0.82,12.71,0.36,4.24,445,4,3,1
93,home delivery,0.09,9.53,0.02,1.06,183,2,1,1
92,herein reference exhibit,1.05,12.24,0.23,4.08,312,2,3,1
90,guest cruise,0.0,10.31,0.0,1.15,186,0,1,1
80,fortune brand,0.0,13.9,0.0,1.54,319,0,1,1
87,gm financial,0.0,10.28,0.0,1.14,536,0,1,1
86,general motor,0.0,10.28,0.0,1.14,287,0,1,1
85,free cash flow,0.64,13.01,0.14,4.34,200,2,3,1
118,month ended august,0.08,9.92,0.01,2.2,308,1,2,1
0,accompanying condensed,0.09,11.54,0.04,3.85,252,4,3,1
49,derivative contract,0.83,14.21,0.37,7.89,221,4,5,1
126,motor company subsidiariesnotes,0.0,10.28,0.0,1.14,200,0,1,1
56,ended august,0.42,11.0,0.14,4.89,508,3,4,1
53,dollar share except,0.05,0.0,0.01,0.0,240,1,0,1
61,ended november,0.42,13.54,0.14,6.02,505,3,4,1
157,result cash,0.52,15.11,0.29,8.4,221,5,5,0
143,quarter compared,0.56,14.66,0.25,6.52,382,4,4,0
181,subsidiariesnotes consolidated,0.1,11.24,0.03,3.75,268,3,3,0
182,subsidiariesnotes consolidated financial,0.1,11.24,0.03,3.75,268,3,3,0
55,effective income tax,0.45,14.51,0.25,8.06,283,5,5,0
38,corporation fiscal,0.94,9.53,0.1,1.06,216,1,1,0
187,trade sale,0.5,17.15,0.11,3.81,190,2,2,0
142,principal amount senior,0.52,11.32,0.29,6.29,216,5,5,0
91,herein reference,0.82,11.76,0.36,5.23,369,4,4,0
54,effective income,0.45,14.51,0.25,8.06,283,5,5,0
52,dollar share,0.05,14.82,0.01,1.65,245,1,1,0
6,adopted pursuant section,0.57,13.95,0.25,6.2,182,4,4,0
5,adopted pursuant,0.57,13.95,0.25,6.2,182,4,4,0
4,adjusted net,0.08,12.26,0.03,4.09,225,3,3,0
2,accumulated comprehensive loss,0.28,12.1,0.12,5.38,185,4,4,0
73,first six month,0.43,16.37,0.14,5.46,575,3,3,0
148,reclassified accumulated,0.67,13.1,0.37,7.28,193,5,5,0
1,accompanying condensed consolidated,0.1,11.54,0.03,3.85,215,3,3,0
125,motor company,0.05,10.28,0.01,1.14,644,1,1,0
65,favorable impact,0.68,12.65,0.38,7.03,206,5,5,0
60,ended may,0.67,13.34,0.37,7.41,553,5,5,0
29,condensed consolidated statement,0.52,12.49,0.29,6.94,526,5,5,0
113,million third quarter,0.6,14.66,0.27,6.51,184,4,4,0
112,million third,0.6,14.66,0.27,6.51,187,4,4,0
111,million second quarter,0.49,14.51,0.27,8.06,209,5,5,0
31,condensed note,0.05,14.82,0.01,1.65,181,1,1,0
69,first nine,0.43,16.37,0.14,5.46,512,3,3,0
122,month ended may,0.51,9.92,0.11,2.2,297,2,2,0
107,million first quarter,0.6,14.66,0.27,6.52,185,4,4,0
170,share except,0.05,13.9,0.01,1.54,242,1,1,0
171,share except per,0.05,13.9,0.01,1.54,242,1,1,0
106,million first,0.6,14.66,0.27,6.52,583,4,4,0
70,first nine month,0.43,16.37,0.14,5.46,511,3,3,0
151,reference exhibit current,0.55,12.13,0.24,5.39,275,4,4,0
34,consolidated statement operation,0.68,14.24,0.38,7.91,409,5,5,0
72,first six,0.43,16.37,0.14,5.46,576,3,3,0
136,operating profit,0.3,14.86,0.13,6.6,332,4,4,0
