,word,good_score,bad_score,good_score_all,bad_score_all,good_nums,bad_nums,diff
76,condensed consolidated balance,7.8,21.02,1.3,10.51,1,3,2
77,condensed consolidated financial,10.815,21.705000000000002,3.605,14.47,2,4,2
67,company llc,9.6675,21.884,6.445,18.236666666666668,4,5,1
55,cementing,9.216666666666667,21.53,4.608333333333333,7.176666666666667,3,2,1
56,cercla,9.79,22.383333333333336,6.526666666666666,11.191666666666668,4,3,1
58,charge credit,9.035999999999998,21.86,7.5299999999999985,14.573333333333332,5,4,1
85,convertible preferred,10.453333333333335,21.5075,5.2266666666666675,14.338333333333333,3,4,1
84,contract rate fair,12.54,0.0,2.09,0.0,1,0,1
79,consolidated condensed,10.17,20.0,3.39,3.3333333333333335,2,1,1
60,chevrontexaco,13.83,22.025,2.305,7.341666666666666,1,2,1
65,commodity price risk,9.6675,21.76,6.445,18.133333333333336,4,5,1
62,collar,10.787499999999998,21.76,7.1916666666666655,18.133333333333336,4,5,1
78,condensed consolidated statement,9.63,21.53,4.815,7.176666666666667,3,2,1
96,december sec,9.035999999999998,21.515,7.5299999999999985,21.515,5,6,1
70,completion production,10.37,21.818,6.913333333333333,18.18166666666667,4,5,1
95,december occidental,0.0,20.0,0.0,3.3333333333333335,0,1,1
93,debenture,9.294,21.5075,7.745,14.338333333333333,5,4,1
99,deferred credit,10.453333333333335,21.5075,5.2266666666666675,14.338333333333333,3,4,1
24,ashland,0.0,23.76,0.0,3.9600000000000004,0,1,1
32,backlog,9.05,20.756666666666664,6.033333333333334,10.378333333333332,4,3,1
16,apache,8.765,20.55,2.921666666666667,10.275,2,3,1
20,arbitration,10.339999999999998,21.5075,8.616666666666665,14.338333333333333,5,4,1
21,argentina,9.157499999999999,21.14,6.1049999999999995,17.616666666666667,4,5,1
22,asbestos,7.8,0.0,1.3,0.0,1,0,1
23,asc topic,10.974999999999998,21.76,7.3166666666666655,18.133333333333336,4,5,1
14,angola,9.05,21.349999999999998,6.033333333333334,10.674999999999999,4,3,1
25,asia,9.035999999999998,21.5075,7.5299999999999985,14.338333333333333,5,4,1
13,analysis continued,8.98,0.0,1.4966666666666668,0.0,1,0,1
12,among williams,8.98,0.0,1.4966666666666668,0.0,1,0,1
10,alba,8.03,20.93,4.015,13.953333333333333,3,4,1
30,available common,10.453333333333335,21.3325,5.2266666666666675,14.221666666666666,3,4,1
18,apache corporation subsidiary,0.0,21.98,0.0,3.6633333333333336,0,1,1
17,apache corporation,8.765,20.55,2.921666666666667,10.275,2,3,1
8,agrio,0.0,20.29,0.0,3.3816666666666664,0,1,1
33,bakken,10.974999999999998,21.143333333333334,7.3166666666666655,10.571666666666667,4,3,1
40,beginning page,10.040000000000001,21.7775,5.0200000000000005,14.518333333333333,3,4,1
7,africa,9.216666666666667,21.86,4.608333333333333,14.573333333333332,3,4,1
42,boe,8.16,21.14,5.44,17.616666666666667,4,5,1
43,border pipeline,11.190000000000001,23.76,3.7300000000000004,3.9600000000000004,2,1,1
3,activity cash flow,9.035999999999998,22.282500000000002,7.5299999999999985,14.855000000000002,5,4,1
47,brown,9.79,21.790000000000003,6.526666666666666,10.895000000000001,4,3,1
48,brown root,7.8,0.0,1.3,0.0,1,0,1
2,acmp,8.98,0.0,1.4966666666666668,0.0,1,0,1
94,december file,9.834999999999999,21.515,9.834999999999999,21.515,6,6,0
11,altus,8.55,21.98,1.425,3.6633333333333336,1,1,0
15,apa,9.834999999999999,21.515,9.834999999999999,21.515,6,6,0
97,deferred charge,10.453333333333335,21.886666666666667,5.2266666666666675,10.943333333333333,3,3,0
9,alaska,8.16,21.5075,5.44,14.338333333333333,4,4,0
51,cabot oil gas,8.98,23.39,1.4966666666666668,3.8983333333333334,1,1,0
82,constitution,8.16,21.415,5.44,14.276666666666666,4,4,0
81,consolidated statement operation,9.467500000000001,22.282500000000002,6.311666666666667,14.855000000000002,4,4,0
54,cement,9.834999999999999,21.515,9.834999999999999,21.515,6,6,0
75,condensed consolidated,10.68,21.705000000000002,7.12,14.47,4,4,0
26,attributable common,8.765,20.990000000000002,2.921666666666667,6.996666666666667,2,2,0
27,attributable common stock,8.765,20.990000000000002,2.921666666666667,6.996666666666667,2,2,0
28,attributable company,10.17,22.685000000000002,3.39,7.561666666666667,2,2,0
29,australia,9.157499999999999,21.425,6.1049999999999995,14.283333333333333,4,4,0
68,company note,8.16,22.355,5.44,14.903333333333334,4,4,0
66,common unit,10.453333333333335,20.756666666666664,5.2266666666666675,10.378333333333332,3,3,0
39,bcfe,10.453333333333335,21.680000000000003,5.2266666666666675,10.840000000000002,3,3,0
41,bit,9.834999999999999,21.515,9.834999999999999,21.515,6,6,0
46,brokered,8.55,23.39,1.425,3.8983333333333334,1,1,0
57,certification chief,8.16,22.355,5.44,14.903333333333334,4,4,0
49,cabot,8.98,23.39,1.4966666666666668,3.8983333333333334,1,1,0
50,cabot oil,8.98,23.39,1.4966666666666668,3.8983333333333334,1,1,0
