,word,good_score,bad_score,good_score_all,bad_score_all,count,good_nums,bad_nums,diff
21,compared period primarily due,9.26,17.64,6.61,7.56,450,5,3,2
22,compared period primarily due higher,9.06,17.62,5.18,5.03,175,4,2,2
167,reconcile net income net cash,10.58,18.67,4.53,13.34,212,3,5,2
178,see note financial statement additional,0.0,19.12,0.0,5.46,138,0,2,2
179,see note financial statement discussion,0.0,19.12,0.0,5.46,372,0,2,2
190,statutory rate primarily due,10.18,18.54,2.91,2.65,129,2,1,1
180,see note financial statement herein,0.0,18.54,0.0,2.65,348,0,1,1
181,see note financial statement item,5.04,0.0,0.72,0.0,174,1,0,1
129,million series mortgage bond,0.0,18.54,0.0,2.65,199,0,1,1
196,unprotected excess accumulated deferred,0.0,18.54,0.0,2.65,195,0,1,1
176,section entergy corporation subsidiary financial,0.0,18.54,0.0,2.65,189,0,1,1
177,see note financial statement,5.52,19.42,1.58,8.32,1152,2,3,1
126,million primarily due higher,10.08,19.19,4.32,10.96,203,3,4,1
135,net income cash flow impact,0.0,20.02,0.0,2.86,179,0,1,1
197,unprotected excess accumulated deferred income,0.0,18.54,0.0,2.65,195,0,1,1
182,see note interim condensed,0.0,17.69,0.0,2.53,128,0,1,1
125,million entergy million entergy,0.0,18.54,0.0,2.65,152,0,1,1
124,million aggregate principal amount,7.98,18.26,4.56,7.83,155,4,3,1
139,note condensed financial statement,6.0,19.87,0.86,5.68,314,1,2,1
183,see note interim condensed financial,0.0,17.69,0.0,2.53,128,0,1,1
184,see note regulatory matter,10.84,17.69,3.1,2.53,169,2,1,1
185,share data unless otherwise,9.88,0.0,1.41,0.0,293,1,0,1
186,statement except per share,9.88,0.0,1.41,0.0,383,1,0,1
198,used investing flow financing,10.58,18.7,4.53,5.34,124,3,2,1
117,item utility operating system,0.0,18.54,0.0,2.65,136,0,1,1
187,statement except per share unless,9.88,0.0,1.41,0.0,383,1,0,1
113,increased million primarily due higher,10.08,19.19,4.32,10.96,173,3,4,1
138,note condensed consolidated financial,10.53,18.78,3.01,8.05,487,2,3,1
140,note condensed financial statement integral,0.0,19.71,0.0,2.82,126,0,1,1
191,subsidiary financial discussion analysis,0.0,18.54,0.0,2.65,194,0,1,1
141,note condensed financial statement registrant,0.0,20.02,0.0,2.86,142,0,1,1
163,ppl corporation report year ended,0.0,19.71,0.0,2.82,203,0,1,1
162,ppl corporation report year,0.0,19.71,0.0,2.82,203,0,1,1
161,period primarily due higher,9.06,18.32,5.18,7.85,185,4,3,1
159,per share data unless otherwise,9.88,0.0,1.41,0.0,293,1,0,1
158,per share data unless,9.88,0.0,1.41,0.0,293,1,0,1
192,subsidiary financial discussion analysis discussion,0.0,18.54,0.0,2.65,153,0,1,1
168,reduce future net income,0.0,20.02,0.0,2.86,203,0,1,1
155,nuclear fuel company variable interest,0.0,18.54,0.0,2.65,140,0,1,1
154,nuclear fuel company variable,0.0,18.54,0.0,2.65,140,0,1,1
153,note interim condensed financial,0.0,17.69,0.0,2.53,203,0,1,1
169,reduce future net income cash,0.0,20.02,0.0,2.86,196,0,1,1
170,regarding tax cut job,0.0,18.54,0.0,2.65,134,0,1,1
171,regulatory activity regarding tax,0.0,18.54,0.0,2.65,126,0,1,1
172,regulatory activity regarding tax cut,0.0,18.54,0.0,2.65,126,0,1,1
173,return unprotected excess accumulated,0.0,18.54,0.0,2.65,130,0,1,1
195,unit power sale agreement,0.0,18.54,0.0,2.65,163,0,1,1
174,return unprotected excess accumulated deferred,0.0,18.54,0.0,2.65,130,0,1,1
151,note financial statement item,5.04,0.0,0.72,0.0,286,1,0,1
150,note financial statement herein discussion,0.0,18.54,0.0,2.65,197,0,1,1
149,note financial statement herein,0.0,18.54,0.0,2.65,456,0,1,1
148,note financial statement discussion,5.04,19.12,0.72,5.46,620,1,2,1
175,section entergy corporation subsidiary,0.0,18.54,0.0,2.65,189,0,1,1
146,note consolidated financial statement except,9.88,0.0,1.41,0.0,383,1,0,1
145,note consolidated financial statement additional,10.45,17.39,2.99,2.48,472,2,1,1
144,note consolidated financial statement,10.32,18.69,5.89,13.35,1135,4,5,1
143,note consolidated financial except per,9.88,0.0,1.41,0.0,306,1,0,1
142,note consolidated financial except,9.88,0.0,1.41,0.0,306,1,0,1
189,statement registrant beginning page,0.0,20.02,0.0,2.86,151,0,1,1
100,financial statement registrant beginning,0.0,20.02,0.0,2.86,151,0,1,1
57,decreased million three month,8.09,19.68,4.63,8.43,163,4,3,1
16,chief executive officer chief,9.34,18.91,5.34,8.1,160,4,3,1
45,contentsentergy corporation subsidiariesnotes financial statementsthe,0.0,18.54,0.0,2.65,156,0,1,1
46,contentsentergy llc financial discussion,0.0,18.54,0.0,2.65,165,0,1,1
47,contentspart item utility operating,0.0,18.54,0.0,2.65,134,0,1,1
48,contentspart item utility operating system,0.0,18.54,0.0,2.65,134,0,1,1
49,corporation report year ended,0.0,19.71,0.0,2.82,203,0,1,1
50,corporation report year ended december,0.0,19.71,0.0,2.82,203,0,1,1
51,corporation subsidiariesnotes financial statementsthe,0.0,18.54,0.0,2.65,156,0,1,1
52,corporation subsidiary financial discussion,0.0,18.54,0.0,2.65,200,0,1,1
68,entergy corporation subsidiary financial,0.0,18.54,0.0,2.65,198,0,1,1
53,corporation subsidiary financial discussion analysis,0.0,18.54,0.0,2.65,192,0,1,1
54,could reduce future net,0.0,20.02,0.0,2.86,169,0,1,1
55,could reduce future net income,0.0,20.02,0.0,2.86,169,0,1,1
109,income cash flow impact financial,0.0,20.02,0.0,2.86,179,0,1,1
58,decreased million three month ended,8.09,19.68,4.63,8.43,163,4,3,1
59,effective first billing cycle,11.02,19.28,1.57,5.51,133,1,2,1
60,effective income tax rate,10.58,18.12,4.53,5.18,270,3,2,1
44,contentsentergy corporation subsidiariesnotes financial,0.0,18.54,0.0,2.65,686,0,1,1
43,contentsentergy corporation financial discussion,0.0,18.54,0.0,2.65,166,0,1,1
42,contentscombined note consolidated financial statement,9.88,0.0,1.41,0.0,384,1,0,1
41,contentscombined note consolidated financial except,9.88,0.0,1.41,0.0,306,1,0,1
25,compared three month ended,9.3,19.01,5.32,8.15,150,4,3,1
26,condensed consolidated financial statement,9.02,19.01,3.87,10.86,179,3,4,1
27,condensed financial statement integral,0.0,19.71,0.0,2.82,126,0,1,1
28,condensed financial statement integral part,0.0,19.71,0.0,2.82,126,0,1,1
29,condensed financial statement registrant,0.0,20.02,0.0,2.86,142,0,1,1
30,condensed financial statement registrant beginning,0.0,20.02,0.0,2.86,142,0,1,1
31,condensed note condensed financial,0.0,20.02,0.0,2.86,176,0,1,1
32,condensed note condensed financial statement,0.0,20.02,0.0,2.86,157,0,1,1
33,consolidated financial except per,9.88,0.0,1.41,0.0,306,1,0,1
34,consolidated financial except per share,9.88,0.0,1.41,0.0,306,1,0,1
35,consolidated financial statement additional,10.45,17.39,2.99,2.48,478,2,1,1
37,consolidated financial statement except,9.88,0.0,1.41,0.0,383,1,0,1
38,consolidated financial statement except per,9.88,0.0,1.41,0.0,383,1,0,1
39,consolidated statement operation comprehensive,9.88,0.0,1.41,0.0,233,1,0,1
40,contentscombined note consolidated financial,9.88,0.0,1.41,0.0,690,1,0,1
67,energy service disposal group,0.0,17.69,0.0,2.53,134,0,1,1
69,entergy corporation subsidiary financial discussion,0.0,18.54,0.0,2.65,198,0,1,1
88,fair value financial asset,9.88,20.4,1.41,5.83,138,1,2,1
96,financial statement except per share,9.88,0.0,1.41,0.0,383,1,0,1
91,financial discussion analysis discussion,0.0,18.54,0.0,2.65,178,0,1,1
92,financial except per share,9.88,0.0,1.41,0.0,306,1,0,1
93,financial except per share data,9.88,0.0,1.41,0.0,293,1,0,1
6,activity regarding tax cut job,0.0,18.54,0.0,2.65,134,0,1,1
5,activity regarding tax cut,0.0,18.54,0.0,2.65,134,0,1,1
4,accumulated deferred income tax,9.34,18.55,5.34,7.95,351,4,3,1
95,financial statement except per,9.88,0.0,1.41,0.0,383,1,0,1
97,financial statement herein discussion,0.0,18.54,0.0,2.65,197,0,1,1
89,federal statutory rate primarily,10.18,18.54,2.91,2.65,128,2,1,1
1,accompanying note condensed financial statement,0.0,19.71,0.0,2.82,126,0,1,1
101,financial statement registrant beginning page,0.0,20.02,0.0,2.86,151,0,1,1
102,formula rate plan revenue,0.0,18.54,0.0,2.65,145,0,1,1
103,fuel company variable interest,0.0,18.54,0.0,2.65,141,0,1,1
106,future net income cash flow,0.0,20.02,0.0,2.86,215,0,1,1
107,impact financial result operation,7.35,18.97,3.15,10.84,146,3,4,1
108,income cash flow impact,0.0,20.02,0.0,2.86,179,0,1,1
90,federal statutory rate primarily due,10.18,18.54,2.91,2.65,128,2,1,1
17,chief executive officer chief financial,9.34,18.91,5.34,8.1,157,4,3,1
70,entergy entergy entergy entergy,0.0,18.54,0.0,2.65,294,0,1,1
78,entergy wholesale commodity nuclear,0.0,18.54,0.0,2.65,167,0,1,1
71,entergy entergy entergy entergy new,0.0,18.54,0.0,2.65,262,0,1,1
72,entergy entergy entergy new,0.0,18.54,0.0,2.65,331,0,1,1
73,entergy entergy entergy new entergy,0.0,18.54,0.0,2.65,237,0,1,1
74,entergy entergy new entergy,0.0,18.54,0.0,2.65,255,0,1,1
75,entergy entergy new entergy system,0.0,18.54,0.0,2.65,166,0,1,1
76,entergy new entergy system,0.0,18.54,0.0,2.65,166,0,1,1
77,entergy wholesale commodity business,0.0,18.54,0.0,2.65,127,0,1,1
79,except per share data,9.88,0.0,1.41,0.0,293,1,0,1
85,executive officer chief financial,9.34,18.91,5.34,8.1,157,4,3,1
80,except per share data unless,9.88,0.0,1.41,0.0,293,1,0,1
15,certification entergy certification entergy,0.0,18.54,0.0,2.65,126,0,1,1
14,centerpoint energy houston electric,0.0,17.69,0.0,2.53,149,0,1,1
11,cash flow impact financial,0.0,20.02,0.0,2.86,184,0,1,1
83,excess accumulated deferred income,6.0,19.28,0.86,5.51,323,1,2,1
10,book tax difference related,0.0,18.54,0.0,2.65,149,0,1,1
194,unaudited condensed consolidated financial,8.51,19.24,2.43,5.5,174,2,2,0
23,compared six month ended,9.3,19.26,5.32,11.01,165,4,4,0
110,income net cash flow,9.96,19.28,2.85,5.51,132,2,2,0
24,compared six month ended june,9.3,19.26,5.32,11.01,165,4,4,0
160,per share unless otherwise,9.88,19.71,1.41,2.82,417,1,1,0
137,net income net cash flow,9.96,19.28,2.85,5.51,132,2,2,0
81,except per share unless,9.88,19.71,1.41,2.82,417,1,1,0
82,except per share unless otherwise,9.88,19.71,1.41,2.82,417,1,1,0
134,net income cash flow,6.0,20.02,0.86,2.86,222,1,1,0
84,excess accumulated deferred income tax,6.0,18.54,0.86,2.65,241,1,1,0
94,financial statement additional information,10.45,19.12,2.99,5.46,327,2,2,0
123,managements discussion analysis financial condition,9.3,19.59,5.32,11.2,250,4,4,0
122,managements discussion analysis financial,9.3,19.59,5.32,11.2,250,4,4,0
0,accompanying note condensed financial,10.04,19.71,1.43,2.82,132,1,1,0
