,word,good_score,bad_score,good_score_all,bad_score_all,count,good_nums,bad_nums,diff
130,month end septemb,0.0,14.58,0.0,1.62,1376,0,1,1
117,leas oblig,0.0,14.58,0.0,1.62,580,0,1,1
108,intercompani balanc,0.0,14.58,0.0,1.62,678,0,1,1
109,intern control,0.0,14.58,0.0,1.62,478,0,1,1
110,intern control financi,0.0,14.58,0.0,1.62,424,0,1,1
111,intern segment,0.0,14.58,0.0,1.62,421,0,1,1
113,invest activ,0.0,14.58,0.0,1.62,724,0,1,1
115,jeffrey bezo,0.0,14.58,0.0,1.62,402,0,1,1
116,law regul,3.48,14.92,3.48,13.26,645,9,8,1
119,market segment,3.43,14.58,0.76,1.62,531,2,1,1
129,month end march,0.0,14.58,0.0,1.62,440,0,1,1
120,market valu,3.48,14.92,3.48,13.26,436,9,8,1
121,may abl,3.48,14.92,3.48,13.26,897,9,8,1
122,may requir,3.48,14.92,3.48,13.26,422,9,8,1
123,may unabl,3.18,14.92,2.47,13.26,842,7,8,1
142,oper loss,0.0,14.58,0.0,1.62,562,0,1,1
126,money market,3.25,14.91,1.81,6.63,398,5,4,1
128,month end june,0.0,14.58,0.0,1.62,1250,0,1,1
141,oper incom,0.0,14.58,0.0,1.62,696,0,1,1
153,properti right,0.0,14.58,0.0,1.62,425,0,1,1
143,oper result,0.0,14.58,0.0,1.62,2096,0,1,1
187,technolog content,0.0,14.58,0.0,1.62,764,0,1,1
175,servic offer,0.0,14.58,0.0,1.62,448,0,1,1
177,ship offer,0.0,14.58,0.0,1.62,443,0,1,1
179,softwar websit,0.0,14.58,0.0,1.62,736,0,1,1
180,softwar websit develop,0.0,14.58,0.0,1.62,689,0,1,1
181,solar energy,0.0,17.31,0.0,1.92,641,0,1,1
184,strateg allianc,0.0,14.58,0.0,1.62,565,0,1,1
185,subordin note,0.0,14.58,0.0,1.62,463,0,1,1
188,technolog infrastructur,0.0,14.58,0.0,1.62,583,0,1,1
170,see item part,0.0,14.58,0.0,1.62,737,0,1,1
189,third parti,4.79,14.04,0.53,3.12,1632,1,2,1
191,twelv month,0.0,14.58,0.0,1.62,513,0,1,1
192,unearn revenu,0.0,14.58,0.0,1.62,470,0,1,1
193,use invest,0.0,14.58,0.0,1.62,412,0,1,1
196,web site,0.0,14.58,0.0,1.62,493,0,1,1
197,websit develop,0.0,14.58,0.0,1.62,724,0,1,1
198,weight averag,0.0,14.58,0.0,1.62,423,0,1,1
171,segment oper,3.7,14.93,1.64,8.3,565,4,5,1
168,sale oper,3.8,14.74,2.53,8.19,400,6,5,1
146,presid chief,0.0,14.58,0.0,1.62,404,0,1,1
155,provid servic,0.0,14.58,0.0,1.62,501,0,1,1
147,primarili due,0.0,14.58,0.0,1.62,547,0,1,1
148,primarili relat,0.0,14.58,0.0,1.62,431,0,1,1
149,prior year period,2.54,14.16,0.56,4.72,669,2,3,1
151,product servic,3.69,15.33,2.87,10.22,1902,7,6,1
152,properti equip,0.0,14.58,0.0,1.62,422,0,1,1
106,intellectu properti,0.0,14.58,0.0,1.62,833,0,1,1
154,proprietari right,0.0,14.58,0.0,1.62,705,0,1,1
156,provid use,0.0,14.58,0.0,1.62,728,0,1,1
166,result oper,3.48,14.92,3.48,13.26,1220,9,8,1
157,purchas price,0.0,14.58,0.0,1.62,461,0,1,1
158,quarter fiscal,3.18,14.74,1.41,8.19,743,4,5,1
159,quarterli report,0.0,14.58,0.0,1.62,498,0,1,1
160,quot price,0.0,14.58,0.0,1.62,481,0,1,1
163,restrict stock,0.0,14.58,0.0,1.62,857,0,1,1
164,restrict stock unit,0.0,14.58,0.0,1.62,656,0,1,1
165,restricted cash,3.28,15.22,1.82,10.14,478,5,6,1
107,intellectu properti right,0.0,14.58,0.0,1.62,424,0,1,1
100,incom loss,0.0,14.58,0.0,1.62,808,0,1,1
105,intang asset,0.0,14.58,0.0,1.62,590,0,1,1
55,discuss analysi,0.0,14.58,0.0,1.62,434,0,1,1
31,compar prior,0.0,14.58,0.0,1.62,678,0,1,1
32,compar prior year,0.0,14.58,0.0,1.62,662,0,1,1
33,complaint alleg,3.34,15.44,0.74,5.15,597,2,3,1
34,comprehens incom,0.0,14.58,0.0,1.62,508,0,1,1
37,condit result,0.0,14.58,0.0,1.62,577,0,1,1
38,consolid balanc,0.0,14.58,0.0,1.62,843,0,1,1
39,consolid balanc sheet,0.0,14.58,0.0,1.62,820,0,1,1
40,consolid financi,0.0,14.58,0.0,1.62,1795,0,1,1
41,consolid financi statement,0.0,14.58,0.0,1.62,1330,0,1,1
42,consolid statement,0.0,14.58,0.0,1.62,1255,0,1,1
43,consolid statement oper,0.0,14.58,0.0,1.62,705,0,1,1
44,control financi,3.48,14.92,3.48,13.26,431,9,8,1
45,control financi report,0.0,14.58,0.0,1.62,403,0,1,1
46,control procedur,3.48,14.92,3.48,13.26,435,9,8,1
47,convert subordin,0.0,14.58,0.0,1.62,483,0,1,1
48,convert subordin note,0.0,14.58,0.0,1.62,463,0,1,1
49,cost associ,3.48,14.92,3.48,13.26,438,9,8,1
51,custom servic,0.0,14.58,0.0,1.62,794,0,1,1
104,injunct relief,0.0,14.58,0.0,1.62,467,0,1,1
30,compar compar prior,0.0,14.58,0.0,1.62,494,0,1,1
29,compar compar,0.0,14.58,0.0,1.62,502,0,1,1
27,commerci agreement,0.0,14.58,0.0,1.62,1007,0,1,1
15,approxim million,0.0,14.58,0.0,1.62,618,0,1,1
2,account polici,0.0,14.58,0.0,1.62,445,0,1,1
3,account principl,0.0,14.58,0.0,1.62,576,0,1,1
4,adjusted ebitda,3.66,15.86,1.22,3.53,415,3,2,1
5,advers affect,0.0,14.58,0.0,1.62,819,0,1,1
7,affect oper result,0.0,14.58,0.0,1.62,453,0,1,1
8,alleg wrongdo,0.0,14.58,0.0,1.62,480,0,1,1
13,analysi financi,0.0,14.58,0.0,1.62,434,0,1,1
14,analysi financi condit,0.0,14.58,0.0,1.62,434,0,1,1
16,asset includ,3.48,14.92,3.48,13.26,406,9,8,1
26,chief execut,3.48,14.92,3.48,13.26,421,9,8,1
17,asset liabil,3.48,14.92,3.48,13.26,763,9,8,1
18,balanc sheet,0.0,14.58,0.0,1.62,976,0,1,1
19,capit leas,0.0,14.58,0.0,1.62,778,0,1,1
21,cash equival,3.48,14.92,3.48,13.26,1611,9,8,1
22,cash equival market,0.0,14.58,0.0,1.62,1194,0,1,1
23,cash provid,3.48,14.92,3.48,13.26,930,9,8,1
24,cash provid use,0.0,14.58,0.0,1.62,605,0,1,1
25,chang foreign,0.0,14.58,0.0,1.62,434,0,1,1
53,defer tax asset,0.0,14.58,0.0,1.62,718,0,1,1
52,defer tax,0.0,14.58,0.0,1.62,861,0,1,1
84,financi statement,0.0,14.58,0.0,1.62,2464,0,1,1
98,includ million,0.0,14.58,0.0,1.62,611,0,1,1
82,financi offic,0.0,14.58,0.0,1.62,463,0,1,1
83,financi report,0.0,14.58,0.0,1.62,740,0,1,1
56,discuss analysi financi,0.0,14.58,0.0,1.62,434,0,1,1
102,income attributable,3.76,15.6,2.09,6.93,417,5,4,1
85,fix asset,0.0,14.58,0.0,1.62,816,0,1,1
86,follow million,0.0,14.58,0.0,1.62,574,0,1,1
87,foreign currenc,3.48,14.92,3.48,13.26,800,9,8,1
88,foreign rate,3.19,14.92,1.77,6.63,935,5,4,1
89,free cash,3.3,15.62,1.47,5.21,1295,4,3,1
101,incom tax,0.0,14.58,0.0,1.62,1796,0,1,1
1,account payabl,3.76,15.12,3.34,11.76,418,8,7,1
90,free cash flow,2.86,14.78,0.95,3.28,1223,3,2,1
91,free ship,0.0,14.58,0.0,1.62,451,0,1,1
92,fulfil center,0.0,14.58,0.0,1.62,845,0,1,1
93,gener administr,0.0,14.58,0.0,1.62,455,0,1,1
94,gener merchandis,0.0,14.58,0.0,1.62,477,0,1,1
95,gross margin,4.02,15.18,1.79,8.43,691,4,5,1
81,financi measur,0.0,14.58,0.0,1.62,504,0,1,1
80,financi condit result,0.0,14.58,0.0,1.62,544,0,1,1
103,incorpor refer,0.0,14.58,0.0,1.62,652,0,1,1
79,financi condit,0.0,14.58,0.0,1.62,654,0,1,1
57,disput alleg,0.0,14.58,0.0,1.62,484,0,1,1
58,disput alleg wrongdo,0.0,14.58,0.0,1.62,466,0,1,1
59,due increas,3.14,14.92,2.44,13.26,431,7,8,1
61,earn per share,0.0,14.58,0.0,1.62,451,0,1,1
63,effect tax rate,0.0,14.58,0.0,1.62,738,0,1,1
64,electron gener,0.0,14.58,0.0,1.62,485,0,1,1
65,electron gener merchandis,0.0,14.58,0.0,1.62,477,0,1,1
66,end decemb,2.87,14.92,1.59,6.63,850,5,4,1
70,equival market,0.0,14.58,0.0,1.62,1194,0,1,1
71,execut offic,0.0,14.58,0.0,1.62,837,0,1,1
72,expedia group,0.0,14.42,0.0,1.6,492,0,1,1
73,expens incom,0.0,14.58,0.0,1.62,507,0,1,1
74,expens net,0.0,14.58,0.0,1.62,473,0,1,1
75,fair valu,3.48,14.92,3.48,13.26,2815,9,8,1
77,financ activ,0.0,14.58,0.0,1.62,607,0,1,1
78,financ leas,0.0,14.58,0.0,1.62,407,0,1,1
99,incom expens,0.0,14.58,0.0,1.62,476,0,1,1
6,affect oper,3.58,14.78,2.39,9.85,569,6,6,0
150,pro forma,3.98,15.4,2.21,8.55,477,5,5,0
11,among thing,3.58,15.89,0.8,3.53,513,2,2,0
118,legal proceed,3.46,14.92,3.08,13.26,449,8,8,0
183,statement oper,4.08,15.7,2.27,8.72,849,5,5,0
20,cash cash equival,3.32,14.92,2.95,13.26,1155,8,8,0
176,ship cost,3.66,14.58,0.41,1.62,441,1,1,0
131,net cash provid,3.32,14.92,2.95,13.26,552,8,8,0
199,year end decemb,4.79,14.58,0.53,1.62,746,1,1,0
